0,0
0.16943947582248275,0.10081379130226858
0.33276508753099937,0.4855848200453888
0.5027810043366837,0.8674468213399957
0.5800060533964112,1.3766301849131022
0.6530724858798662,1.559754331130568
1.0083871218149612,1.9325584558827098
1.2832458308517123,2.496102322912288
1.6236636123524926,2.882556899777392
1.9856622311343872,3.0915568997773932
2.353771095316018,3.4517336203643993
2.707468573733059,3.826072370299971
3.0818073236686305,4.179769848717012
3.4419840442556366,4.54787871289864
